index,value
1069,0.135986
1070,0.167236
1071,0.017334
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0.450439
1084,0.396973
1085,0.0925293
1086,0
1087,0.250732
1088,0.347168
1089,0.391602
1090,0.34668
1091,0.128418
1092,0
1093,0.00415039
1094,0.00341797
1095,0.250488
1096,0.0466309
1097,0.651855
1098,0.727051
1099,0.655273
1100,0.265869
1101,0.436523
1102,0.149414
1103,0.612061
1104,0.725098
1105,0.57666
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0.195801
1114,0.581543
1115,0.487549
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0.0268555
1126,0.167236
1127,0.395508
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0.202637
1173,0.158203
1174,0.368164
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0.400146
1202,0.309814
1203,0.0683594
1204,0.156738
1205,0.0927734
1206,0
1207,0
1208,0
1209,0.221191
1210,0.414307
1211,0.3125
1212,0.274658
1213,0.11084
1214,0.175049
1215,0.449463
1216,0.552246
1217,0.369141
1218,0.088623
1219,0.0561523
1220,0.0385742
1221,0.0517578
1222,0.0717773
1223,0.0251465
1224,0.0270996
1225,0.663086
1226,0.748779
1227,0.477539
1228,0.377441
1229,0.0837402
1230,0.0524902
1231,0.569092
1232,0.689209
1233,0.487549
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,0.374756
1257,0.39624
1258,0.0407715
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0.340332
1265,0.42041
1266,0.0605469
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0.441162
1275,0.70752
1276,0.676025
1277,0.707275
1278,0.73584
1279,0.75293
1280,0.776123
1281,0.729004
1282,0.050293
1283,0
1284,0
1285,0
1286,0.332031
1287,0.541016
1288,0.223633
1289,0
1290,0.010498
1291,0.0112305
1292,0.116211
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0.000488281
1309,0.000244141
1310,0.000732422
1311,0
1312,0.000488281
1313,0.000732422
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0.000732422
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0.119141
1332,0.133301
1333,0.178955
1334,0.168945
1335,0.0136719
1336,0
1337,0
1338,0
1339,0.0991211
1340,0.172852
1341,0.352783
1342,0.367676
1343,0.0754395
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0.000488281
1361,0.000244141
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0.0737305
1368,0.550781
1369,0.591309
1370,0.554443
1371,0.479492
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0.392334
1381,0.452148
1382,0.458252
1383,0.448975
1384,0.0917969
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0.243652
1397,0.411865
1398,0.210693
1399,0.0495605
1400,0.0219727
1401,0
1402,0.00610352
1403,0.0268555
1404,0.47168
1405,0.522461
1406,0.501465
1407,0.5979
1408,0.227295
1409,0.297852
1410,0.271729
1411,0.393311
1412,0.249268
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0.0266113
1421,0.584961
1422,0.779053
1423,0.788818
1424,0.670166
1425,0
1426,0
1427,0
1428,0.0222168
1429,0.2854
1430,0.364746
1431,0.451416
1432,0.486572
1433,0.472412
1434,0.289551
1435,0.0979004
1436,0.0515137
1437,0.0136719
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0.431396
1450,0.480225
1451,0.0231934
1452,0
1453,0.201416
1454,0.151855
1455,0.0698242
1456,0
1457,0.046875
1458,0.0412598
1459,0.0170898
1460,0.382324
1461,0.0905762
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0.0280762
1476,0.377197
1477,0.413574
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0.0458984
1484,0.267334
1485,0.235107
1486,0
1487,0
1488,0
1489,0.00146484
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0.157227
1499,0.319336
1500,0.328125
1501,0.260986
1502,0.0583496
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,0.0581055
1529,0.149902
1530,0.114014
1531,0
1532,0
1533,0
1534,0
1535,0
